pid,item_id,family,answer,correct,resp_type,route,seen
R_9jGQkrcYf5X8zyV,crt2_q4,CRT2,27 cubic feet,0.0,0.0,rule_other,0
R_9jGQkrcYf5X8zyV,bcrt_q1,BCRT,1.5 hours,0.0,1.0,rule_exact_intuitive,0
R_9jGQkrcYf5X8zyV,bcrt_q2,BCRT,$400,1.0,2.0,rule_exact_correct,0
R_9jGQkrcYf5X8zyV,bcrt_q3,BCRT,10 days,0.0,0.0,rule_other,0
R_9jGQkrcYf5X8zyV,bcrt_q4,BCRT,4,0.0,0.0,rule_other,0
R_9jGQkrcYf5X8zyV,bcrt_q5,BCRT,his son,1.0,2.0,rule_exact_correct,0
R_9jGQkrcYf5X8zyV,bcrt_q6,BCRT,yes,1.0,2.0,rule_exact_correct,0
R_4RTYxFTZ4Y0JCgj,crt2_q1,CRT2,second place,1.0,2.0,rule_exact_correct,0
R_4RTYxFTZ4Y0JCgj,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,0
R_4RTYxFTZ4Y0JCgj,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,0
R_4RTYxFTZ4Y0JCgj,crt2_q4,CRT2,27,0.0,1.0,rule_regex_intuitive,0
R_4RTYxFTZ4Y0JCgj,bcrt_q1,BCRT,1 hour 30 minutes,1.0,2.0,rule_numeric_correct,0
R_4RTYxFTZ4Y0JCgj,bcrt_q2,BCRT,$400,1.0,2.0,rule_exact_correct,0
R_4RTYxFTZ4Y0JCgj,bcrt_q3,BCRT,10,0.0,1.0,rule_exact_intuitive,0
R_4RTYxFTZ4Y0JCgj,bcrt_q4,BCRT,4 hours,0.0,1.0,rule_exact_intuitive,0
R_4RTYxFTZ4Y0JCgj,bcrt_q5,BCRT,his own son,0.0,0.0,rule_other,0
R_4RTYxFTZ4Y0JCgj,bcrt_q6,BCRT,yes,1.0,2.0,rule_exact_correct,0
R_9j0z8JXT8CPjNa9,crt2_q1,CRT2,second place,1.0,2.0,rule_exact_correct,0
R_9j0z8JXT8CPjNa9,crt2_q2,CRT2,7,0.0,1.0,rule_exact_intuitive,0
R_9j0z8JXT8CPjNa9,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,0
R_9j0z8JXT8CPjNa9,crt2_q4,CRT2,27 cubic feet,0.0,0.0,rule_other,0
R_9j0z8JXT8CPjNa9,bcrt_q1,BCRT,1 hour and 30 minutes,1.0,2.0,rule_numeric_correct,0
R_9j0z8JXT8CPjNa9,bcrt_q2,BCRT,$400,1.0,2.0,rule_exact_correct,0
R_9j0z8JXT8CPjNa9,bcrt_q3,BCRT,10 days,0.0,0.0,rule_other,0
R_9j0z8JXT8CPjNa9,bcrt_q4,BCRT,4 hours,0.0,1.0,rule_exact_intuitive,0
R_9j0z8JXT8CPjNa9,bcrt_q5,BCRT,himself,0.0,1.0,rule_exact_intuitive,0
R_9j0z8JXT8CPjNa9,bcrt_q6,BCRT,no,0.0,1.0,rule_exact_intuitive,0
R_9tx5ryf4EHIGS7l,crt2_q1,CRT2,in first place,0.0,1.0,rule_exact_intuitive,1
R_9tx5ryf4EHIGS7l,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,1
R_9tx5ryf4EHIGS7l,crt2_q3,CRT2,june,0.0,1.0,rule_exact_intuitive,1
R_9tx5ryf4EHIGS7l,crt2_q4,CRT2,90,0.0,1.0,rule_regex_intuitive,1
R_9tx5ryf4EHIGS7l,bcrt_q1,BCRT,6 hours,0.0,0.0,rule_other,1
R_9tx5ryf4EHIGS7l,bcrt_q2,BCRT,100,0.0,0.0,rule_other,1
R_9tx5ryf4EHIGS7l,bcrt_q3,BCRT,10 days,0.0,0.0,rule_other,1
R_9tx5ryf4EHIGS7l,bcrt_q4,BCRT,4 hours,0.0,1.0,rule_exact_intuitive,1
R_9tx5ryf4EHIGS7l,bcrt_q5,BCRT,his son,1.0,2.0,rule_exact_correct,1
R_9tx5ryf4EHIGS7l,bcrt_q6,BCRT,no.maybe anne is his mummy.,0.0,0.0,rule_other,1
R_93ghrbs9UkMfX8J,crt2_q1,CRT2,2nd,1.0,2.0,rule_exact_correct,0
R_93ghrbs9UkMfX8J,crt2_q2,CRT2,7,0.0,1.0,rule_exact_intuitive,0
R_93ghrbs9UkMfX8J,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,0
R_93ghrbs9UkMfX8J,crt2_q4,CRT2,none,1.0,2.0,rule_exact_correct,0
R_93ghrbs9UkMfX8J,bcrt_q1,BCRT,1 hour,1.0,2.0,rule_exact_correct,0
R_93ghrbs9UkMfX8J,bcrt_q2,BCRT,500,0.0,0.0,rule_other,0
R_93ghrbs9UkMfX8J,bcrt_q3,BCRT,8,1.0,2.0,rule_exact_correct,0
R_93ghrbs9UkMfX8J,bcrt_q4,BCRT,the rungs will never be recovered,1.0,2.0,rule_phrase_correct,0
R_93ghrbs9UkMfX8J,bcrt_q5,BCRT,portrait of his son,0.0,0.0,rule_other,0
R_93ghrbs9UkMfX8J,bcrt_q6,BCRT,yes,1.0,2.0,rule_exact_correct,0
R_4uDGi9a0ycjkTF3,crt2_q1,CRT2,first place!,0.0,1.0,rule_fuzzy_intuitive,1
R_4uDGi9a0ycjkTF3,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,1
R_4uDGi9a0ycjkTF3,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,1
R_4uDGi9a0ycjkTF3,crt2_q4,CRT2,27,0.0,1.0,rule_regex_intuitive,1
R_4uDGi9a0ycjkTF3,bcrt_q1,BCRT,1 hour,1.0,2.0,rule_exact_correct,1
R_4uDGi9a0ycjkTF3,bcrt_q2,BCRT,300,0.0,1.0,rule_exact_intuitive,1
R_4uDGi9a0ycjkTF3,bcrt_q3,BCRT,8,1.0,2.0,rule_exact_correct,1
R_4uDGi9a0ycjkTF3,bcrt_q4,BCRT,4,0.0,0.0,rule_other,1
R_4uDGi9a0ycjkTF3,bcrt_q5,BCRT,his son.,1.0,2.0,rule_fuzzy_correct,1
R_4uDGi9a0ycjkTF3,bcrt_q6,BCRT,"can't tell - jack (m) -> anne and anne -> george (um), but anne is neither confirmed to be married or unmarried.",0.0,0.0,rule_other,1
R_9ZAOmb32UlCKiNr,crt2_q1,CRT2,no1,0.0,0.0,rule_other,1
R_9ZAOmb32UlCKiNr,crt2_q2,CRT2,7,0.0,1.0,rule_exact_intuitive,1
R_9ZAOmb32UlCKiNr,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,1
R_9ZAOmb32UlCKiNr,crt2_q4,CRT2,18,0.0,1.0,rule_regex_intuitive,1
R_9ZAOmb32UlCKiNr,bcrt_q1,BCRT,1hour,1.0,2.0,rule_numeric_correct,1
R_9ZAOmb32UlCKiNr,bcrt_q2,BCRT,400,1.0,2.0,rule_exact_correct,1
R_9ZAOmb32UlCKiNr,bcrt_q3,BCRT,10,0.0,1.0,rule_exact_intuitive,1
R_9ZAOmb32UlCKiNr,bcrt_q4,BCRT,never,1.0,2.0,rule_exact_correct,1
R_9ZAOmb32UlCKiNr,bcrt_q5,BCRT,himself,0.0,1.0,rule_exact_intuitive,1
R_9ZAOmb32UlCKiNr,bcrt_q6,BCRT,no,0.0,1.0,rule_exact_intuitive,1
R_4RWEXebBoYvE0NO,crt2_q1,CRT2,second,1.0,2.0,rule_exact_correct,0
R_4RWEXebBoYvE0NO,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,0
R_4RWEXebBoYvE0NO,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,0
R_4RWEXebBoYvE0NO,crt2_q4,CRT2,27,0.0,1.0,rule_regex_intuitive,0
R_4RWEXebBoYvE0NO,bcrt_q1,BCRT,1.5 hr,0.0,0.0,rule_other,0
R_4RWEXebBoYvE0NO,bcrt_q2,BCRT,400,1.0,2.0,rule_exact_correct,0
R_4RWEXebBoYvE0NO,bcrt_q3,BCRT,8 days,1.0,2.0,rule_numeric_correct,0
R_4RWEXebBoYvE0NO,bcrt_q4,BCRT,4 hour,0.0,1.0,rule_fuzzy_intuitive,0
R_4RWEXebBoYvE0NO,bcrt_q5,BCRT,his son,1.0,2.0,rule_exact_correct,0
R_4RWEXebBoYvE0NO,bcrt_q6,BCRT,yes,1.0,2.0,rule_exact_correct,0
R_9rpBq7JtZNZ0MRl,crt2_q1,CRT2,first place,0.0,1.0,rule_exact_intuitive,1
R_9rpBq7JtZNZ0MRl,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,1
R_9rpBq7JtZNZ0MRl,crt2_q3,CRT2,june? if it's following this naming convention,0.0,0.0,rule_other,0
R_9rpBq7JtZNZ0MRl,crt2_q4,CRT2,3,0.0,1.0,rule_regex_intuitive,0
R_9rpBq7JtZNZ0MRl,bcrt_q1,BCRT,half an hour,0.0,0.0,rule_other,0
R_9rpBq7JtZNZ0MRl,bcrt_q2,BCRT,400,1.0,2.0,rule_exact_correct,0
R_9rpBq7JtZNZ0MRl,bcrt_q3,BCRT,8,1.0,2.0,rule_exact_correct,0
R_9rpBq7JtZNZ0MRl,bcrt_q4,BCRT,4 hours,0.0,1.0,rule_exact_intuitive,0
R_9rpBq7JtZNZ0MRl,bcrt_q5,BCRT,his own,0.0,0.0,rule_other,0
R_9rpBq7JtZNZ0MRl,bcrt_q6,BCRT,no,0.0,1.0,rule_exact_intuitive,0
R_9QdZGbw9eGv7onD,crt2_q1,CRT2,second place,1.0,2.0,rule_exact_correct,0
R_9QdZGbw9eGv7onD,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,0
R_9QdZGbw9eGv7onD,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,1
R_9QdZGbw9eGv7onD,crt2_q4,CRT2,27,0.0,1.0,rule_regex_intuitive,0
R_9QdZGbw9eGv7onD,bcrt_q1,BCRT,1 hour and a half,1.0,2.0,rule_numeric_correct,0
R_9QdZGbw9eGv7onD,bcrt_q2,BCRT,400,1.0,2.0,rule_exact_correct,0
R_9QdZGbw9eGv7onD,bcrt_q3,BCRT,8,1.0,2.0,rule_exact_correct,0
R_9QdZGbw9eGv7onD,bcrt_q4,BCRT,4,0.0,0.0,rule_other,0
R_9QdZGbw9eGv7onD,bcrt_q5,BCRT,his son,1.0,2.0,rule_exact_correct,0
R_9QdZGbw9eGv7onD,bcrt_q6,BCRT,yes,1.0,2.0,rule_exact_correct,0
R_9ByyIa2303GfW0A,crt2_q1,CRT2,second,1.0,2.0,rule_exact_correct,1
R_9ByyIa2303GfW0A,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,0
R_9ByyIa2303GfW0A,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,1
R_9ByyIa2303GfW0A,crt2_q4,CRT2,27,0.0,1.0,rule_regex_intuitive,0
R_9ByyIa2303GfW0A,bcrt_q1,BCRT,half hour,0.0,0.0,rule_other,0
R_9ByyIa2303GfW0A,bcrt_q2,BCRT,400,1.0,2.0,rule_exact_correct,1
R_9ByyIa2303GfW0A,bcrt_q3,BCRT,8,1.0,2.0,rule_exact_correct,1
R_9ByyIa2303GfW0A,bcrt_q4,BCRT,3 hours,0.0,0.0,rule_other,0
R_9ByyIa2303GfW0A,bcrt_q5,BCRT,the child of the man,0.0,0.0,rule_other,0
R_9ByyIa2303GfW0A,bcrt_q6,BCRT,no,0.0,1.0,rule_exact_intuitive,0
R_90r7lA63og2GuKL,crt2_q1,CRT2,first,0.0,1.0,rule_exact_intuitive,0
R_90r7lA63og2GuKL,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,0
R_90r7lA63og2GuKL,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,0
R_90r7lA63og2GuKL,crt2_q4,CRT2,27,0.0,1.0,rule_regex_intuitive,0
R_90r7lA63og2GuKL,bcrt_q1,BCRT,1.5 hours,0.0,1.0,rule_exact_intuitive,0
R_90r7lA63og2GuKL,bcrt_q2,BCRT,400,1.0,2.0,rule_exact_correct,0
R_90r7lA63og2GuKL,bcrt_q3,BCRT,10,0.0,1.0,rule_exact_intuitive,0
R_90r7lA63og2GuKL,bcrt_q4,BCRT,60cm,0.0,0.0,rule_other,0
R_90r7lA63og2GuKL,bcrt_q5,BCRT,nephew,0.0,0.0,rule_other,0
R_90r7lA63og2GuKL,bcrt_q6,BCRT,no,0.0,1.0,rule_exact_intuitive,0
R_9ly8qis9dlrc9ar,crt2_q1,CRT2,second place,1.0,2.0,rule_exact_correct,0
R_9ly8qis9dlrc9ar,crt2_q2,CRT2,7,0.0,1.0,rule_exact_intuitive,0
R_9ly8qis9dlrc9ar,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,0
R_9ly8qis9dlrc9ar,crt2_q4,CRT2,27,0.0,1.0,rule_regex_intuitive,0
R_9ly8qis9dlrc9ar,bcrt_q1,BCRT,1.5 hrs,0.0,0.0,rule_other,0
R_9ly8qis9dlrc9ar,bcrt_q2,BCRT,400,1.0,2.0,rule_exact_correct,0
R_9ly8qis9dlrc9ar,bcrt_q3,BCRT,"((3-2) x days) = 7, then plus 1 so on the 8th day",0.0,0.0,rule_other,0
R_9ly8qis9dlrc9ar,bcrt_q4,BCRT,"3 rungs not including the 1 already touching the water (the fourth rung up) the distance would be 20*3 =60 cm. at 15cm/hr, it would take (60/15=4 hours)",0.0,0.0,rule_other,0
R_9ly8qis9dlrc9ar,bcrt_q5,BCRT,his own,0.0,0.0,rule_other,0
R_9ly8qis9dlrc9ar,bcrt_q6,BCRT,yes,1.0,2.0,rule_exact_correct,0
R_4bQXQnGPkraYQ3D,crt2_q1,CRT2,second place,1.0,2.0,rule_exact_correct,1
R_4bQXQnGPkraYQ3D,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,1
R_4bQXQnGPkraYQ3D,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,1
R_4bQXQnGPkraYQ3D,crt2_q4,CRT2,27 cubic feet,0.0,0.0,rule_other,1
R_4bQXQnGPkraYQ3D,bcrt_q1,BCRT,and hour and a half,0.0,0.0,rule_other,1
R_4bQXQnGPkraYQ3D,bcrt_q2,BCRT,$400,1.0,2.0,rule_exact_correct,0
R_4bQXQnGPkraYQ3D,bcrt_q3,BCRT,7 days,0.0,0.0,rule_other,0
R_4bQXQnGPkraYQ3D,bcrt_q4,BCRT,4 hours,0.0,1.0,rule_exact_intuitive,0
R_4bQXQnGPkraYQ3D,bcrt_q5,BCRT,his son,1.0,2.0,rule_exact_correct,0
R_4bQXQnGPkraYQ3D,bcrt_q6,BCRT,yes,1.0,2.0,rule_exact_correct,0
R_41FkWLVk7rYU62L,crt2_q1,CRT2,1st,0.0,1.0,rule_exact_intuitive,0
R_41FkWLVk7rYU62L,crt2_q2,CRT2,7,0.0,1.0,rule_exact_intuitive,0
R_41FkWLVk7rYU62L,crt2_q3,CRT2,emily.,1.0,2.0,rule_fuzzy_correct,0
R_41FkWLVk7rYU62L,crt2_q4,CRT2,27,0.0,1.0,rule_regex_intuitive,0
R_41FkWLVk7rYU62L,bcrt_q1,BCRT,1.5 hrs,0.0,0.0,rule_other,0
R_41FkWLVk7rYU62L,bcrt_q2,BCRT,$400,1.0,2.0,rule_exact_correct,0
R_41FkWLVk7rYU62L,bcrt_q3,BCRT,10 days,0.0,0.0,rule_other,0
R_41FkWLVk7rYU62L,bcrt_q4,BCRT,4 hrs,0.0,0.0,rule_other,0
R_41FkWLVk7rYU62L,bcrt_q5,BCRT,his own,0.0,0.0,rule_other,0
R_41FkWLVk7rYU62L,bcrt_q6,BCRT,not necessarily because we don't know if anne is married or not.,0.0,0.0,rule_other,0
R_9IOGliiBUtJWMc9,crt2_q1,CRT2,second place,1.0,2.0,rule_exact_correct,1
R_9IOGliiBUtJWMc9,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,0
R_9IOGliiBUtJWMc9,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,1
R_9IOGliiBUtJWMc9,crt2_q4,CRT2,27,0.0,1.0,rule_regex_intuitive,0
R_9IOGliiBUtJWMc9,bcrt_q1,BCRT,1 and half an hour,1.0,2.0,rule_numeric_correct,0
R_9IOGliiBUtJWMc9,bcrt_q2,BCRT,$400,1.0,2.0,rule_exact_correct,0
R_9IOGliiBUtJWMc9,bcrt_q3,BCRT,8,1.0,2.0,rule_exact_correct,1
R_9IOGliiBUtJWMc9,bcrt_q4,BCRT,3 hours,0.0,0.0,rule_other,1
R_9IOGliiBUtJWMc9,bcrt_q5,BCRT,the man is looking at a portrait of ​​his son​​.,0.0,0.0,rule_other,1
R_9IOGliiBUtJWMc9,bcrt_q6,BCRT,yes,1.0,2.0,rule_exact_correct,0
R_9CNkRH6KOycR6TU,crt2_q1,CRT2,second place,1.0,2.0,rule_exact_correct,1
R_9CNkRH6KOycR6TU,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,1
R_9CNkRH6KOycR6TU,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,1
R_9CNkRH6KOycR6TU,crt2_q4,CRT2,27,0.0,1.0,rule_regex_intuitive,1
R_9CNkRH6KOycR6TU,bcrt_q1,BCRT,1 hour and a half,1.0,2.0,rule_numeric_correct,0
R_9CNkRH6KOycR6TU,bcrt_q2,BCRT,400,1.0,2.0,rule_exact_correct,1
R_9CNkRH6KOycR6TU,bcrt_q3,BCRT,10,0.0,1.0,rule_exact_intuitive,0
R_9CNkRH6KOycR6TU,bcrt_q4,BCRT,4 hours,0.0,1.0,rule_exact_intuitive,0
R_9CNkRH6KOycR6TU,bcrt_q5,BCRT,his son,1.0,2.0,rule_exact_correct,0
R_9CNkRH6KOycR6TU,bcrt_q6,BCRT,yes,1.0,2.0,rule_exact_correct,0
R_9PYWjHPxUOfIAnw,crt2_q1,CRT2,2,1.0,2.0,rule_exact_correct,1
R_9PYWjHPxUOfIAnw,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,0
R_9PYWjHPxUOfIAnw,crt2_q3,CRT2,february,0.0,0.0,rule_other,0
R_9PYWjHPxUOfIAnw,crt2_q4,CRT2,27,0.0,1.0,rule_regex_intuitive,1
R_9PYWjHPxUOfIAnw,bcrt_q1,BCRT,1.5h,0.0,0.0,rule_other,0
R_9PYWjHPxUOfIAnw,bcrt_q2,BCRT,400,1.0,2.0,rule_exact_correct,1
R_9PYWjHPxUOfIAnw,bcrt_q3,BCRT,8,1.0,2.0,rule_exact_correct,1
R_9PYWjHPxUOfIAnw,bcrt_q4,BCRT,never,1.0,2.0,rule_exact_correct,0
R_9PYWjHPxUOfIAnw,bcrt_q5,BCRT,his son,1.0,2.0,rule_exact_correct,0
R_9PYWjHPxUOfIAnw,bcrt_q6,BCRT,no,0.0,1.0,rule_exact_intuitive,0
R_9qm6ZczrGsxoZf7,crt2_q1,CRT2,"if i was running a race and i was passing the person in second place then i would be assuming the position they were just in and thus be second place, if i then went on to pass the person in front of me i would assume first place.",1.0,2.0,rule_exact_correct,1
R_9qm6ZczrGsxoZf7,crt2_q2,CRT2,there would be 8 sheep left,0.0,0.0,rule_other,0
R_9qm6ZczrGsxoZf7,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,0
R_9qm6ZczrGsxoZf7,crt2_q4,CRT2,27 cubic feet,0.0,0.0,rule_other,0
R_9qm6ZczrGsxoZf7,bcrt_q1,BCRT,an hour and a half,0.0,0.0,rule_other,0
R_9qm6ZczrGsxoZf7,bcrt_q2,BCRT,$400,1.0,2.0,rule_exact_correct,1
R_9qm6ZczrGsxoZf7,bcrt_q3,BCRT,10 days,0.0,0.0,rule_other,0
R_9qm6ZczrGsxoZf7,bcrt_q4,BCRT,4 hours,0.0,1.0,rule_exact_intuitive,0
R_9qm6ZczrGsxoZf7,bcrt_q5,BCRT,the persona's son/child,0.0,0.0,rule_other,0
R_9qm6ZczrGsxoZf7,bcrt_q6,BCRT,"in this given scenario if i am to assume that jack is married to anne than anne looking at george would mean that a married person is looking at an unmarried person, and a married person is also looking at a married person. however, if jack is married to george, than anne looking at george would mean and unmarried person is staring at a married person. if anne was married to george then again it would be a married person looking at a married person. additionally, jack could be married to neither, in which case a married person would be looking at a married person. and also all 3 could be married to separate people which would mean that in both cases a married person would be looking at a married person",1.0,2.0,rule_phrase_correct,0
R_9CxHjiLEAvYA1Z7,crt2_q1,CRT2,second,1.0,2.0,rule_exact_correct,1
R_9CxHjiLEAvYA1Z7,crt2_q2,CRT2,7,0.0,1.0,rule_exact_intuitive,0
R_9CxHjiLEAvYA1Z7,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,1
R_9CxHjiLEAvYA1Z7,crt2_q4,CRT2,27 not sure about unit,0.0,0.0,rule_other,0
R_9CxHjiLEAvYA1Z7,bcrt_q1,BCRT,the 3 pills last 1 and a half hour,0.0,0.0,rule_other,0
R_9CxHjiLEAvYA1Z7,bcrt_q2,BCRT,400,1.0,2.0,rule_exact_correct,0
R_9CxHjiLEAvYA1Z7,bcrt_q3,BCRT,8 days,1.0,2.0,rule_numeric_correct,0
R_9CxHjiLEAvYA1Z7,bcrt_q4,BCRT,4 hours,0.0,1.0,rule_exact_intuitive,0
R_9CxHjiLEAvYA1Z7,bcrt_q5,BCRT,himself,0.0,1.0,rule_exact_intuitive,0
R_9CxHjiLEAvYA1Z7,bcrt_q6,BCRT,"not sure, because it did not say whether anne is married or not.",0.0,0.0,rule_other,0
R_4NDmSPqopKb7O1c,crt2_q1,CRT2,second,1.0,2.0,rule_exact_correct,1
R_4NDmSPqopKb7O1c,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,1
R_4NDmSPqopKb7O1c,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,1
R_4NDmSPqopKb7O1c,crt2_q4,CRT2,0,1.0,2.0,rule_exact_correct,1
R_4NDmSPqopKb7O1c,bcrt_q1,BCRT,1 hours,1.0,2.0,rule_numeric_correct,1
R_4NDmSPqopKb7O1c,bcrt_q2,BCRT,emily,0.0,0.0,rule_other,1
R_4NDmSPqopKb7O1c,bcrt_q3,BCRT,8,1.0,2.0,rule_exact_correct,1
R_4NDmSPqopKb7O1c,bcrt_q4,BCRT,never,1.0,2.0,rule_exact_correct,1
R_4NDmSPqopKb7O1c,bcrt_q5,BCRT,his son,1.0,2.0,rule_exact_correct,1
R_4NDmSPqopKb7O1c,bcrt_q6,BCRT,yes,1.0,2.0,rule_exact_correct,1
R_9AN9hSpXOdSyURH,crt2_q1,CRT2,first,0.0,1.0,rule_exact_intuitive,0
R_9AN9hSpXOdSyURH,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,0
R_9AN9hSpXOdSyURH,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,0
R_9AN9hSpXOdSyURH,crt2_q4,CRT2,27,0.0,1.0,rule_regex_intuitive,0
R_9AN9hSpXOdSyURH,bcrt_q1,BCRT,1 and a half hours,1.0,2.0,rule_numeric_correct,0
R_9AN9hSpXOdSyURH,bcrt_q2,BCRT,200,0.0,0.0,rule_other,0
R_9AN9hSpXOdSyURH,bcrt_q3,BCRT,10,0.0,1.0,rule_exact_intuitive,0
R_9AN9hSpXOdSyURH,bcrt_q4,BCRT,4 hours,0.0,1.0,rule_exact_intuitive,0
R_9AN9hSpXOdSyURH,bcrt_q5,BCRT,himself,0.0,1.0,rule_exact_intuitive,0
R_9AN9hSpXOdSyURH,bcrt_q6,BCRT,no,0.0,1.0,rule_exact_intuitive,0
R_4iUoQNwPj2jAKyv,crt2_q1,CRT2,second,1.0,2.0,rule_exact_correct,0
R_4iUoQNwPj2jAKyv,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,1
R_4iUoQNwPj2jAKyv,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,1
R_4iUoQNwPj2jAKyv,crt2_q4,CRT2,0,1.0,2.0,rule_exact_correct,1
R_4iUoQNwPj2jAKyv,bcrt_q1,BCRT,1 hour,1.0,2.0,rule_exact_correct,0
R_4iUoQNwPj2jAKyv,bcrt_q2,BCRT,$400,1.0,2.0,rule_exact_correct,1
R_4iUoQNwPj2jAKyv,bcrt_q3,BCRT,8,1.0,2.0,rule_exact_correct,1
R_4iUoQNwPj2jAKyv,bcrt_q4,BCRT,3,0.0,0.0,rule_other,0
R_4iUoQNwPj2jAKyv,bcrt_q5,BCRT,himself,0.0,1.0,rule_exact_intuitive,1
R_4iUoQNwPj2jAKyv,bcrt_q6,BCRT,"yes, a married person is looking at an unmarried person",1.0,2.0,rule_phrase_correct,1
R_9MSYEATuG2THmYs,crt2_q1,CRT2,2nd,1.0,2.0,rule_exact_correct,1
R_9MSYEATuG2THmYs,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,0
R_9MSYEATuG2THmYs,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,1
R_9MSYEATuG2THmYs,crt2_q4,CRT2,27,0.0,1.0,rule_regex_intuitive,1
R_9MSYEATuG2THmYs,bcrt_q1,BCRT,1 hour,1.0,2.0,rule_exact_correct,0
R_9MSYEATuG2THmYs,bcrt_q2,BCRT,400,1.0,2.0,rule_exact_correct,1
R_9MSYEATuG2THmYs,bcrt_q3,BCRT,7,0.0,0.0,rule_other,0
R_9MSYEATuG2THmYs,bcrt_q4,BCRT,4 hours,0.0,1.0,rule_exact_intuitive,0
R_9MSYEATuG2THmYs,bcrt_q5,BCRT,the son,0.0,0.0,rule_other,0
R_9MSYEATuG2THmYs,bcrt_q6,BCRT,don't know,0.0,0.0,rule_other,0
R_4obtThjO6vzifmO,crt2_q1,CRT2,second,1.0,2.0,rule_exact_correct,0
R_4obtThjO6vzifmO,crt2_q2,CRT2,7,0.0,1.0,rule_exact_intuitive,1
R_4obtThjO6vzifmO,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,1
R_4obtThjO6vzifmO,crt2_q4,CRT2,there is no dirt in the hole,1.0,2.0,rule_phrase_correct,0
R_4obtThjO6vzifmO,bcrt_q1,BCRT,3 hours,0.0,0.0,rule_other,0
R_4obtThjO6vzifmO,bcrt_q2,BCRT,$400,1.0,2.0,rule_exact_correct,0
R_4obtThjO6vzifmO,bcrt_q3,BCRT,10 days,0.0,0.0,rule_other,0
R_4obtThjO6vzifmO,bcrt_q4,BCRT,4 hours,0.0,1.0,rule_exact_intuitive,0
R_4obtThjO6vzifmO,bcrt_q5,BCRT,his son,1.0,2.0,rule_exact_correct,1
R_4obtThjO6vzifmO,bcrt_q6,BCRT,yes,1.0,2.0,rule_exact_correct,0
R_9fwwUsGWe4ahb3J,crt2_q1,CRT2,second place,1.0,2.0,rule_exact_correct,0
R_9fwwUsGWe4ahb3J,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,0
R_9fwwUsGWe4ahb3J,crt2_q3,CRT2,emily,1.0,2.0,rule_exact_correct,1
R_9fwwUsGWe4ahb3J,crt2_q4,CRT2,27,0.0,1.0,rule_regex_intuitive,0
R_9fwwUsGWe4ahb3J,bcrt_q1,BCRT,1.5 hours,0.0,1.0,rule_exact_intuitive,0
R_9fwwUsGWe4ahb3J,bcrt_q2,BCRT,$400,1.0,2.0,rule_exact_correct,0
R_9fwwUsGWe4ahb3J,bcrt_q3,BCRT,10 days,0.0,0.0,rule_other,0
R_9fwwUsGWe4ahb3J,bcrt_q4,BCRT,never,1.0,2.0,rule_exact_correct,0
R_9fwwUsGWe4ahb3J,bcrt_q5,BCRT,his child's portrait,0.0,0.0,rule_other,0
R_9fwwUsGWe4ahb3J,bcrt_q6,BCRT,no way to know if anne is married,0.0,0.0,rule_other,0
R_91xFvPuhzoLYe09,crt2_q1,CRT2,second,1.0,2.0,rule_exact_correct,1
R_91xFvPuhzoLYe09,crt2_q2,CRT2,8,1.0,2.0,rule_exact_correct,1
