base,predictor,r,p,n,sig
leisure,CRT2+Core4,-0.05360635138030509,0.41136897162142816,237,False
leisure,CRT2+BCRT(all),-0.012135235526997168,0.8525712670810912,237,False
leisure,NFC,-0.09044753413050652,0.16516550618842807,237,False
male,CRT2,-0.06523292028079355,0.31730856788995365,237,False
male,Core3,0.002751915085976216,0.966386069148182,237,False
male,Core4,-0.01769186411584836,0.7864341154462868,237,False
male,CRT2+Core3,-0.04108179552925008,0.5291080567489539,237,False
male,CRT2+Core4,-0.050596438653951255,0.4381619595554236,237,False
male,CRT2+BCRT(all),-0.052870238903186824,0.41783069956609387,237,False
male,NFC,-0.012304833510027683,0.8505348036238285,237,False
memory,CRT2,0.02541365611495523,0.6971040730499589,237,False
memory,Core3,0.12712335256165308,0.05062684219467761,237,False
memory,Core4,0.1786314436515331,0.005821465996957542,237,True
memory,CRT2+Core3,0.0970107549648794,0.13646633888497206,237,False
memory,CRT2+Core4,0.1356025702574892,0.03696201579001368,237,True
memory,CRT2+BCRT(all),0.19832573847203247,0.00215805441380712,237,True
memory,NFC,-0.039962010649290045,0.540405918866361,237,False
mental,CRT2,0.027787949134135955,0.670391707360876,237,False
mental,Core3,0.05462537107358028,0.4025217671317538,237,False
mental,Core4,0.04170845701381946,0.5228379967211128,237,False
mental,CRT2+Core3,0.052758247354006936,0.41881896200192137,237,False
mental,CRT2+Core4,0.04461271897978391,0.4942825588930404,237,False
mental,CRT2+BCRT(all),0.014297336565089871,0.8266873034221005,237,False
mental,NFC,-0.012857167545524205,0.8439095332505198,237,False
money,CRT2,0.08405297914446104,0.19725187554056012,237,False
money,Core3,0.018592528623868794,0.7758436213618392,237,False
money,Core4,-0.013809596341096938,0.8325110978771091,237,False
money,CRT2+Core3,0.06692324094607159,0.30490397250790036,237,False
money,CRT2+Core4,0.04049195595045584,0.5350442236260347,237,False
money,CRT2+BCRT(all),0.01029755810603252,0.8746972085474503,237,False
money,NFC,-0.06183381588153144,0.34323439808455114,237,False
moral,CRT2,-0.06564112129188343,0.31428324604518676,237,False
moral,Core3,0.051397646170246496,0.43093423851900337,237,False
moral,Core4,0.038726511726995705,0.553008789210399,237,False
moral,CRT2+Core3,-0.010610790747992836,0.8709184535236245,237,False
moral,CRT2+Core4,-0.012766706612792658,0.8449938778514205,237,False
moral,CRT2+BCRT(all),-0.02608659399948304,0.6894933479507985,237,False
moral,NFC,-0.0953021289561503,0.14354074399086825,237,False
motion,CRT2,0.07910349957886255,0.22503562045330794,237,False
motion,Core3,-0.05432671361538936,0.40510291790522324,237,False
motion,Core4,-0.07531721073962641,0.24808852606925935,237,False
motion,CRT2+Core3,0.017597011735833168,0.7875517661073497,237,False
motion,CRT2+Core4,-0.0039470663056812225,0.9518025883428978,237,False
motion,CRT2+BCRT(all),-0.021358655698749698,0.7435837950871398,237,False
motion,NFC,0.017789966284893294,0.7852786321449785,237,False
need,CRT2,-0.05899869967926877,0.3658579392313137,237,False
need,Core3,-0.0011489655296804465,0.9859622755073318,237,False
need,Core4,-0.01770702038196593,0.786255568793935,237,False
need,CRT2+Core3,-0.03945442277043011,0.5455663240316315,237,False
need,CRT2+Core4,-0.0469121927481797,0.472275550292788,237,False
need,CRT2+BCRT(all),-0.05306103625774675,0.4161501674420287,237,False
need,NFC,0.016234350076727296,0.8036550064779555,237,False
negate,CRT2,0.09632494973037102,0.13927303617330855,237,False
negate,Core3,-0.11794479002843097,0.0699138725082471,237,False
negate,Core4,-0.13203625487430234,0.04227274380480561,237,True
negate,CRT2+Core3,-0.011298245068475021,0.8626355612769134,237,False
negate,CRT2+Core4,-0.032015960067957844,0.6238513858306187,237,False
negate,CRT2+BCRT(all),-0.04757742283429449,0.46601050274020017,237,False
negate,NFC,-0.07108798196278372,0.2757223910272908,237,False
netspeak,CRT2,-0.05301490775077281,0.41655610092552653,237,False
netspeak,Core3,0.005376175953972438,0.9343857437038221,237,False
netspeak,Core4,0.039673309554987046,0.5433380298119306,237,False
netspeak,CRT2+Core3,-0.031403294646596545,0.6305092500435345,237,False
netspeak,CRT2+Core4,-0.004645354010004998,0.9432890428937588,237,False
netspeak,CRT2+BCRT(all),-0.03476475803310688,0.5943603423914634,237,False
netspeak,NFC,-0.104054976970928,0.1100926627546297,237,False
nonflu,CRT2,0.013527230983815057,0.8358868433331268,237,False
nonflu,Core3,-0.06254511019025495,0.3377008602615308,237,False
nonflu,Core4,-0.03121417370960758,0.6325705052492983,237,False
nonflu,CRT2+Core3,-0.0306422444565788,0.6388212663741131,237,False
nonflu,CRT2+Core4,-0.013047211911526798,0.841632453243629,237,False
nonflu,CRT2+BCRT(all),-0.027161763337952907,0.6773982962844536,237,False
nonflu,NFC,-0.05513234397306134,0.3981627442756839,237,False
number,CRT2,-0.07122145345347294,0.2748196023595748,237,False
number,Core3,0.17033105339417134,0.00859950711850499,237,True
number,Core4,0.17863640884519874,0.005820078835452325,237,True
number,CRT2+Core3,0.060879463062035954,0.3507486896213783,237,False
number,CRT2+Core4,0.07833880217939033,0.22956446105342754,237,False
number,CRT2+BCRT(all),0.0963178060369915,0.13930250277956158,237,False
number,NFC,-0.11040424070193207,0.08991362862060259,237,False
polite,CRT2,-0.04436700514627109,0.4966659564741247,237,False
polite,Core3,-0.021357381542910316,0.7435985572317576,237,False
polite,Core4,-0.018823977610258065,0.7731287099629032,237,False
polite,CRT2+Core3,-0.04261935143560703,0.5137921373067922,237,False
polite,CRT2+Core4,-0.038995009003993414,0.5502578121330262,237,False
polite,CRT2+BCRT(all),-0.033019847356564574,0.613007992160775,237,False
polite,NFC,0.04761347949936648,0.46567224121608897,237,False
politic,CRT2,0.03015959947782448,0.6441161495290482,237,False
politic,Core3,0.07164220164283218,0.2719868368405369,237,False
politic,Core4,0.09133696539990126,0.16103119460730042,237,False
politic,CRT2+Core3,0.0650679029762717,0.31853693665672944,237,False
politic,CRT2+Core4,0.07950795933584137,0.22266605531147032,237,False
politic,CRT2+BCRT(all),0.11752350287692365,0.07092630878427908,237,False
politic,NFC,-0.05069407334181222,0.4372775053285003,237,False
power,CRT2,0.01964071755868427,0.7635705259295462,237,False
power,Core3,0.01125346673716219,0.8631746329733954,237,False
power,Core4,-0.006541558538441328,0.9202056778477197,237,False
power,CRT2+Core3,0.020003718100674767,0.7593337556602051,237,False
power,CRT2+Core4,0.007225019883822704,0.9119009244315972,237,False
power,CRT2+BCRT(all),0.002144407515512451,0.9738035916997194,237,False
power,NFC,0.128165910307577,0.04874761754612389,237,True
prep,CRT2,0.045629872344116994,0.4844812847857256,237,False
prep,Core3,0.06600580705724295,0.31159642469759685,237,False
prep,Core4,0.007620303979995275,0.9071021205860901,237,False
prep,CRT2+Core3,0.07166141763145646,0.2718579376340309,237,False
prep,CRT2+Core4,0.03218305757445425,0.6220407852029539,237,False
prep,CRT2+BCRT(all),0.016955642219341142,0.7951203593901686,237,False
prep,NFC,0.038706649818318006,0.5532125567626278,237,False
prosocial,CRT2,0.09486891152165473,0.14537809938159407,237,False
prosocial,Core3,0.04853305684763534,0.4570912881321705,237,False
prosocial,Core4,0.05160248903267452,0.4290974349284231,237,False
prosocial,CRT2+Core3,0.09294237033578244,0.15376622741142154,237,False
prosocial,CRT2+Core4,0.09104228090069402,0.16239227223173858,237,False
prosocial,CRT2+BCRT(all),0.08027275471547134,0.21823404747830155,237,False
prosocial,NFC,-0.0007809604953407207,0.9904581901321676,237,False
quantity,CRT2,0.031283805693163066,0.6318112456239118,237,False
quantity,Core3,0.16938061561477769,0.008983004115097115,237,True
quantity,Core4,0.19079566820776783,0.003189386076682066,237,True
quantity,CRT2+Core3,0.12756620839860647,0.04982134779267078,237,True
quantity,CRT2+Core4,0.14728982107808045,0.023335748849347526,237,True
quantity,CRT2+BCRT(all),0.17204578442627652,0.007944260380267743,237,True
quantity,NFC,-0.12982655943074894,0.045874631446969794,237,True
relig,CRT2,-0.10466207979390434,0.10802139727460136,237,False
relig,Core3,-0.029376961159542785,0.6527402954508241,237,False
relig,Core4,-0.038689990013258985,0.5533835014449124,237,False
relig,CRT2+Core3,-0.0872662527851578,0.1806033648339298,237,False
relig,CRT2+Core4,-0.08813235661502339,0.1762986610624213,237,False
relig,CRT2+BCRT(all),-0.12093223652113841,0.06306792584847876,237,False
relig,NFC,-0.03198995261420215,0.6241333955581978,237,False
reward,CRT2,0.027655346423588995,0.6718730904961476,237,False
reward,Core3,0.030212510057860516,0.6435348082830248,237,False
reward,Core4,0.011874438853788197,0.8557047088179339,237,False
reward,CRT2+Core3,0.03724485592176595,0.5683089440249749,237,False
reward,CRT2+Core4,0.024401868288014605,0.708604099274015,237,False
reward,CRT2+BCRT(all),0.007998202023522935,0.9025175315840983,237,False
reward,NFC,-0.005196496656111028,0.9365739887893334,237,False
risk,CRT2,0.0036724541351054662,0.9551522202374592,237,False
risk,Core3,0.08718388567782838,0.18101674928227873,237,False
risk,Core4,0.1382753082842938,0.0333621402533697,237,True
risk,CRT2+Core3,0.0575017006039816,0.37816814617883154,237,False
risk,CRT2+Core4,0.09548578480441144,0.14276718835616475,237,False
risk,CRT2+BCRT(all),0.11218005445842452,0.08483377628981792,237,False
risk,NFC,-0.05481578869844464,0.4008812069954195,237,False
sexual,CRT2,-0.02260447796770297,0.7291955033841546,237,False
sexual,Core3,0.008228803784241585,0.8997214899610431,237,False
sexual,Core4,-0.004052966293387016,0.9505110767668092,237,False
sexual,CRT2+Core3,-0.009638478040542612,0.8826573520230081,237,False
sexual,CRT2+Core4,-0.01613066206107368,0.8048838290881437,237,False
sexual,CRT2+BCRT(all),-0.03583201028602446,0.5830832848771481,237,False
sexual,NFC,0.06685626334259778,0.3053893259848288,237,False
shehe,CRT2,-0.10410662267790774,0.10991525751732456,237,False
shehe,Core3,-0.023636577384327947,0.7173466541214493,237,False
shehe,Core4,-0.04547450712902412,0.48597157647613676,237,False
shehe,CRT2+Core3,-0.08327431949702117,0.20144916362668752,237,False
shehe,CRT2+Core4,-0.09238144040046199,0.15627593592926847,237,False
shehe,CRT2+BCRT(all),-0.08348803405952841,0.20029076544258828,237,False
shehe,NFC,-0.025434187535274287,0.6968714156797051,237,False
socbehav,CRT2,0.07280087244741476,0.264288800144338,237,False
socbehav,Core3,0.052654148893992586,0.41973879669999414,237,False
socbehav,Core4,0.06821072239640169,0.29567311792443096,237,False
socbehav,CRT2+Core3,0.0810603862391518,0.21373591658973723,237,False
socbehav,CRT2+Core4,0.08917188571873395,0.17123291891300485,237,False
socbehav,CRT2+BCRT(all),0.04534474898885073,0.487218126124247,237,False
socbehav,NFC,-0.018383142632877134,0.7783020805016136,237,False
socrefs,CRT2,0.019235092998826173,0.7683131144039224,237,False
socrefs,Core3,-0.24294902514237138,0.00015864928431374992,237,True
socrefs,Core4,-0.25515068656582507,7.091684656268527e-05,237,True
socrefs,CRT2+Core3,-0.14089164649126507,0.03013137298697255,237,True
socrefs,CRT2+Core4,-0.16077907500264163,0.013203986840127913,237,True
socrefs,CRT2+BCRT(all),-0.1751713079788141,0.0068633119421814826,237,True
socrefs,NFC,0.020733532824450354,0.75083750755809,237,False
space,CRT2,-0.04337264158411771,0.5063730064852972,237,False
space,Core3,0.0783350834377159,0.2295866411971903,237,False
space,Core4,0.0664005514971338,0.30870515611914895,237,False
space,CRT2+Core3,0.021028475295051183,0.747412324623463,237,False
space,CRT2+Core4,0.01910455563037995,0.7698412098310834,237,False
space,CRT2+BCRT(all),0.04164565429417615,0.5234646554922882,237,False
space,NFC,-0.022917090632671357,0.7255996636521731,237,False
substances,CRT2,-0.09494653950297087,0.14504755533357483,237,False
substances,Core3,0.02809890790538126,0.6669228021957965,237,False
substances,Core4,0.014300859153557239,0.8266452764694439,237,False
substances,CRT2+Core3,-0.04457002711342035,0.4946962286137597,237,False
substances,CRT2+Core4,-0.04661610111610363,0.4750788570717255,237,False
substances,CRT2+BCRT(all),-0.06233301553320961,0.33934486650736506,237,False
substances,NFC,-0.026572468798453215,0.6840175369697938,237,False
swear,CRT2,0.012569468647486126,0.8473591554869908,237,False
swear,Core3,-0.04506542596783971,0.48990731461686243,237,False
swear,Core4,-0.006696921515128333,0.9183170666387064,237,False
swear,CRT2+Core3,-0.020225633940610298,0.7567471806377783,237,False
swear,CRT2+Core4,0.0029296730702406764,0.9642162044660769,237,False
swear,CRT2+BCRT(all),-0.024344377197511962,0.7092595612227872,237,False
swear,NFC,0.014247707637814218,0.8272794637327185,237,False
tech,CRT2,0.14565800810892854,0.02492947145858815,237,True
tech,Core3,-0.012198859095382448,0.8518071859914389,237,False
tech,Core4,0.003353150433121364,0.9590479710049689,237,False
tech,CRT2+Core3,0.08790560461172776,0.17741824821424745,237,False
tech,CRT2+Core4,0.08858140970625186,0.17409692131746324,237,False
tech,CRT2+BCRT(all),0.07338241660205307,0.2604819075295892,237,False
tech,NFC,-0.04731257061915095,0.4684993350068676,237,False
tentat,CRT2,0.060840616059301494,0.3510567383108154,237,False
tentat,Core3,0.012204312720751833,0.8517416976252874,237,False
tentat,Core4,0.016113272548132572,0.8050899618697436,237,False
tentat,CRT2+Core3,0.04764931892679412,0.46533615204779055,237,False
tentat,CRT2+Core4,0.04692825872865186,0.4721237018048443,237,False
tentat,CRT2+BCRT(all),0.0685947922025184,0.2929558380506032,237,False
tentat,NFC,0.05038952362731066,0.44003973821731246,237,False
they,CRT2,0.08098610796358602,0.2141572563034959,237,False
they,Core3,-0.09721683026010744,0.13563149564110888,237,False
they,Core4,-0.1257671342623318,0.053161321276349316,237,False
they,CRT2+Core3,-0.008269210914266314,0.8992316806401008,237,False
they,CRT2+Core4,-0.0368754806512407,0.5721543412203727,237,False
they,CRT2+BCRT(all),-0.055791356707606446,0.39253889871826475,237,False
they,NFC,0.15071629183475702,0.020273053305623012,237,True
time,CRT2,0.07762502586016545,0.23384951759050532,237,False
time,Core3,0.09785954095411818,0.13305293787885653,237,False
time,Core4,0.17705741337775596,0.006276434383439167,237,True
time,CRT2+Core3,0.1127921243735781,0.0831373189002258,237,False
time,CRT2+Core4,0.16548148072126684,0.010719794925431625,237,True
time,CRT2+BCRT(all),0.1371713073402465,0.034811260090990226,237,True
time,NFC,-0.03507718276924258,0.5910488804131164,237,False
tone_neg,CRT2,-0.04564034698020774,0.4843808987913367,237,False
tone_neg,Core3,0.006619166015784001,0.9192622153605816,237,False
tone_neg,Core4,0.0531139814243432,0.41568453304040487,237,False
tone_neg,CRT2+Core3,-0.02577698820702384,0.6929910761733469,237,False
tone_neg,CRT2+Core4,0.008794787168023625,0.8928642628189323,237,False
tone_neg,CRT2+BCRT(all),0.007331181547764488,0.9106117861469534,237,False
tone_neg,NFC,-0.027321864516501582,0.6756042036214338,237,False
tone_pos,CRT2,0.06066592789354512,0.35244408404139493,237,False
tone_pos,Core3,0.09854511072426718,0.1303441662256115,237,False
tone_pos,Core4,0.11349317575225114,0.0812279006679244,237,False
tone_pos,CRT2+Core3,0.1020929053501199,0.11700044638478402,237,False
tone_pos,CRT2+Core4,0.11253758715177822,0.0838394659254742,237,False
tone_pos,CRT2+BCRT(all),0.12367915666091935,0.0572685391611818,237,False
tone_pos,NFC,0.005975821956031842,0.9270865420359107,237,False
verb,CRT2,0.03035286125771931,0.6419937864854544,237,False
verb,Core3,-0.14064200959529038,0.030427647524452928,237,True
verb,Core4,-0.1608034801396264,0.013189887336496176,237,True
verb,CRT2+Core3,-0.06894641397814244,0.29048277647846055,237,False
verb,CRT2+Core4,-0.09052419376712456,0.16480607582522167,237,False
verb,CRT2+BCRT(all),-0.06482336623854465,0.32036292082530826,237,False
verb,NFC,0.020132359105334452,0.757834032218144,237,False
visual,CRT2,-0.02484902491385818,0.7035133702051826,237,False
visual,Core3,0.05590826676620171,0.39154623936320543,237,False
visual,Core4,0.1067310017452821,0.10119226016023974,237,False
visual,CRT2+Core3,0.019016518574631297,0.7708722904829888,237,False
visual,CRT2+Core4,0.057297229094577615,0.3798690244860581,237,False
visual,CRT2+BCRT(all),0.059327368204789045,0.36318885438962334,237,False
visual,NFC,-0.07912316933360715,0.22491997094427574,237,False
want,CRT2,0.0033035905465407384,0.9596527292131876,237,False
want,Core3,0.11976932720831622,0.06566434256023079,237,False
want,Core4,0.1332423261336353,0.04040916005132589,237,True
want,CRT2+Core3,0.07785012242242095,0.23249214431986753,237,False
want,CRT2+Core4,0.09187088938283372,0.15858696570909214,237,False
want,CRT2+BCRT(all),0.09286168529991011,0.15412534142070444,237,False
want,NFC,-0.08477150376888619,0.19343549743755184,237,False
we,CRT2,0.04446139723140481,0.4957496440179334,237,False
we,Core3,-0.15528957174760485,0.016731984234823027,237,True
we,Core4,-0.17655707472743384,0.00642757590181442,237,True
we,CRT2+Core3,-0.06894088680459003,0.29052154245531026,237,False
we,CRT2+Core4,-0.09279397699223957,0.1544271868455247,237,False
we,CRT2+BCRT(all),-0.08652055795653571,0.18437133409879025,237,False
we,NFC,0.028081162630457557,0.6671205705137697,237,False
wellness,CRT2,-0.03035089050698005,0.6420154142661376,237,False
wellness,Core3,-0.021397892010478543,0.7431292559740847,237,False
wellness,Core4,-0.030010994648249013,0.6457500628324937,237,False
wellness,CRT2+Core3,-0.03344437976586744,0.6084474625923901,237,False
wellness,CRT2+Core4,-0.03823799385235222,0.5580311796589381,237,False
wellness,CRT2+BCRT(all),-0.014885537382914763,0.8196765802313437,237,False
wellness,NFC,0.011725970570444196,0.8574895515295715,237,False
work,CRT2,0.03106959906792064,0.6341481602282668,237,False
work,Core3,-0.009684563385457333,0.8821003564113483,237,False
work,Core4,0.02412432195410125,0.7117704066820993,237,False
work,CRT2+Core3,0.014275334325969044,0.8269498167346243,237,False
work,CRT2+Core4,0.03469152846077829,0.5951377369040478,237,False
work,CRT2+BCRT(all),0.027710308903194338,0.6712589181373017,237,False
work,NFC,0.05970088270357452,0.3601703200086894,237,False
you,CRT2,-0.032185785477897466,0.6220112455546816,237,False
you,Core3,0.019249133044370002,0.7681488120967193,237,False
you,Core4,0.02518922958150368,0.6996490648249325,237,False
you,CRT2+Core3,-0.00896423344659734,0.890812843150568,237,False
you,CRT2+Core4,-0.0020757575372008946,0.9746419450218289,237,False
you,CRT2+BCRT(all),-0.033576383576228115,0.6070324813402359,237,False
you,NFC,-0.08112825639209383,0.21335144648589366,237,False
